pyjamas|n|pɪˈdʒɑːməz|NULL|піжама|She changed into her pyjamas before bed.|Вона переодягнулася в піжаму перед сном.
raincoat|n|ˈreɪnkoʊt|NULL|плащ|Don't forget your raincoat, it might rain.|Не забудь плащ, може піти дощ.
shirt|n|ʃɜːrt|1784|сорочка|He wore a white shirt to the meeting.|Він одягнув білу сорочку на зустріч.
shoe|n|ʃuː|1430|взуття|She bought new shoes for the event.|Вона купила нове взуття на захід.
shorts|n|ʃɔːrts|4922|шорти|It's too hot for jeans, I'll wear shorts.|Занадто жарко для джинсів, одягну шорти.
silk|n|sɪlk|4009|шовк|She wore a dress made of silk.|Вона носила сукню з шовку.
size|n|saɪz|753|розмір|What size do you wear?|Якого розміру ви носите?
skirt|n|skɜːrt|3670|спідниця|She wore a long skirt.|Вона носила довгу спідницю.
sleeve|n|sliːv|4616|рукав|She rolled up her sleeves to wash the dishes.|Вона закатала рукава, щоб мити посуд.
socks|n|sɒks|NULL|шкарпетки|She bought new socks for the winter.|Вона купила нові шкарпетки на зиму.
suit|v|suːt|3197|підходити; костюм|This color suits you well./He's wearing a suit for the interview.|Цей колір тобі підходить./Він одягнений у костюм для співбесіди.
sweater|n|ˈswɛtər|4841|светр|He put on a warm sweater.|Він одягнув теплий светр.
sweatshirt|n|ˈswɛtˌʃɜːrt|NULL|свитшот|She bought a new sweatshirt for the gym.|Вона купила новий свитшот для спортзалу.
swimming|n/v|ˈswɪmɪŋ|4492|плавання; плавати|Swimming is a great exercise./I love swimming in the lake.|Плавання - це чудова вправа./Я люблю плавати в озері.
swimsuit|n|ˈswɪmˌsuːt|NULL|купальник|She bought a new swimsuit for the beach vacation.|Вона купила новий купальник для відпустки на пляжі.
take off|v|ˌteɪk ˈɒf|NULL|знімати; злітати|Take off your shoes at the door./The plane will take off soon.|Зніми взуття біля дверей./Літак скоро злетить.
tie|v|taɪ|1975|зав'язувати; краватка|Can you help me tie my shoes?/He wore a red tie.|Чи можеш ти допомогти мені зав'язати шнурки?/Він носив червону краватку.
tights|n|taɪts|NULL|колготки|She wore black tights with her dress.|Вона носила чорні колготки до своєї сукні.
tracksuit|n|ˈtrækˌsuːt|NULL|спортивний костюм|She bought a new tracksuit for her morning runs.|Вона купила новий спортивний костюм для ранкових пробіжок.
trainers|n|ˈtreɪnərz|NULL|кросівки|I need new trainers for running.|Мені потрібні нові кросівки для бігу.
trousers|n|ˈtraʊzərz|NULL|штани|He bought a new pair of trousers for the meeting.|Він купив нові штани на зустріч.
try on|v|ˌtraɪ ˈɒn|NULL|приміряти|Can I try on this jacket?|Чи можу я приміряти цю куртку?
umbrella|n|ʌmˈbrɛlə|NULL|парасолька|Don't forget your umbrella, it might rain.|Не забудь парасольку, може піти дощ.
underpants|n|ˈʌndərˌpænts|NULL|трусики|He grabbed a clean pair of underpants.|Він взяв чисті трусики.
uniform|n|ˈjuːnɪfɔːrm|3069|форма; однострій|All students must wear the school uniform.|Усі учні повинні носити шкільну форму.
wear|v|weər|519|носити; одягати|She likes to wear colorful dresses.|Вона любить носити яскраві сукні.
wool|n|wʊl|NULL|вовна|She knitted a scarf from wool.|Вона зв'язала шарф з вовни.

Category: Colours
black|adj|blæk|1993|чорний|She wore a black dress.|Вона одягнула чорну сукню.
blue|adj|bluː|3725|синій|The sky was a clear blue.|Небо було чистим синім.
brown|adj|braʊn|1782|коричневий|She has beautiful brown hair.|У неї красиве коричневе волосся.
gold|n/adj|ɡəʊld|1262|золото; золотий|The ring was made of gold./She has a gold medal.|Кільце було зроблене із золота./У неї є золота медаль.
green|adj/n|ɡriːn|2144|зелений; зелений колір|The leaves are green./She likes the color green.|Листя зелене./Вона любить зелений колір.
grey|adj/n|ɡreɪ|NULL|сірий; сірий колір|The sky turned grey before the rain./I prefer grey over black.|Небо стало сірим перед дощем./Я віддаю перевагу сірому над чорним.
orange|adj|ˈɒrɪndʒ|3303|помаранчевий|She wore an orange dress to the party.|Вона одягла помаранчеву сукню на вечірку.
pink|adj|pɪŋk|2512|рожевий|She wore a pink dress to the party.|Вона одягнула рожеву сукню на вечірку.
purple|adj|ˈpɜːrpl|3931|фіолетовий|The flowers in the garden are purple.|Квіти в саду фіолетові.
red|adj|rɛd|598|червоний|His car is bright red.|Його машина яскраво-червона.
silver|n|ˈsɪlvər|2461|срібло|The necklace was made of pure silver.|Намисто було зроблене з чистого срібла.
white|adj|waɪt|2740|білий|Her dress is white.|Її сукня біла.
yellow|adj|ˈjɛloʊ|1675|жовтий|The flowers are bright yellow.|Квіти яскраво-жовті.

Category: Communications and Technology
CD-Rom|n|ˌsiːdiːˈrɒm|NULL|CD-ROM|The game was on a CD-Rom.|Гра була на CD-Rom.
CD|n|ˌsiːˈdiː|NULL|компакт-диск|He put a CD in the player.|Він вставив компакт-диск у програвач.
DVD|n|ˌdiːˌviːˈdiː|NULL|DVD-диск|I bought a movie on DVD.|Я купив фільм на DVD.
it|pron|ɪt|10|воно; це|It's raining outside./It was a great movie.|Надворі дощ./Це був чудовий фільм.
access|n/v|ˈækses|4416|доступ; отримувати доступ|You need access to the database./He accessed the information easily.|Тобі потрібен доступ до бази даних./Він легко отримав доступ до інформації.
address|n/v|əˈdres|1820|адреса; звертатися|Write down your address here./He addressed the crowd with a speech.|Запишіть тут свою адресу./Він звернувся до натовпу з промовою.
airmail|n|ˈeərmeɪl|NULL|авіапошта|The letter was sent by airmail.|Лист було відправлено авіапоштою.
by post|adv|baɪ poʊst|NULL|по пошті|Send it by post tomorrow.|Відправ це поштою завтра.
calculator|n|ˈkælkjʊleɪtər|NULL|калькулятор|He used a calculator for the math problem.|Він використав калькулятор для математичної задачі.
call back|v|ˌkɔːl ˈbæk|NULL|передзвонити|Can you call me back tomorrow?|Чи можете ви передзвонити мені завтра?
call|v|kɔːl|645|дзвонити; називати|I'll call you later./They call him Jack.|Я зателефоную тобі пізніше./Вони називають його Джек.
chat room|n|ˈʧæt ruːm|NULL|чат-кімната|They met in an online chat room.|Вони зустрілися в онлайн чат-кімнаті.
chat|v|ʧæt|NULL|балакати; спілкуватися|They like to chat about their day.|Вони люблять балакати про свій день.
click|v|klɪk|3832|клацати; натиснути|Click on the link to open the page.|Клацніть по посиланню, щоб відкрити сторінку.
computer|n|kəmˈpjuːtər|590|комп'ютер|He's good with computers.|Він добре розуміється на комп'ютерах.
connect|v|kəˈnɛkt|1645|з'єднувати; приєднувати|Connect the cables to the TV.|З'єднайте кабелі з телевізором.
connection|n|kəˈnɛkʃən|1427|зв'язок; з'єднання|The internet connection is slow.|Інтернет-зв'язок повільний.
delete|v|dɪˈliːt|NULL|видаляти|Delete that file now.|Видали той файл зараз.  
dial up|v|ˌdaɪəl ˈʌp|NULL|набирати номер|He had to dial up to access the internet.|Йому довелося набирати номер, щоб підключитися до інтернету.  
dial|v|ˈdaɪəl|NULL|набирати; крутити|He dialed the wrong number./She dialed her friend's number quickly.|Він набрав неправильний номер./Вона швидко набрала номер подруги.  
digital|adj|ˈdɪdʒɪtəl|2377|цифровий|He bought a digital camera./Digital technology is advancing fast.|Він купив цифрову камеру./Цифрові технології швидко розвиваються.  
directory|n|dɪˈrɛktəri|NULL|довідник; каталог|Look up his number in the directory.|Знайди його номер у довіднику.  
disc|n|dɪsk|4832|диск; платівка|He bought a new music disc.|Він купив нову музичну платівку.  
disk|n|dɪsk|3798|диск; магнітний диск|He saved the document on a floppy disk.|Він зберіг документ на дискеті.
download|v|ˈdaʊnˌləʊd|NULL|завантажувати; скачувати|I need to download this file before the meeting.|Мені потрібно завантажити цей файл перед зустріччю.
electronic|adj|ˌɪlɛkˈtrɒnɪk|2429|електронний|She bought an electronic device.|Вона купила електронний пристрій.
email|n|ˈiːmeɪl|NULL|електронна пошта|I sent you an email.|Я надіслав тобі електронного листа.
engaged|adj|ɪnˈɡeɪdʒd|NULL|зайнятий; заручений|She is engaged to be married.|Вона заручена.
enter|v|ˈɛntər|710|входити; вписувати|He entered the room.|Він увійшов до кімнати.
envelope|n|ˈɛnvələʊp|3916|конверт; обгортка|She put the letter in an envelope.|Вона поклала лист у конверт.
equipment|n|ɪˈkwɪpmənt|1359|обладнання; екіпірування|The lab has modern equipment.|Лабораторія має сучасне обладнання.
fax|n|fæks|NULL|факс; факсимільний зв'язок|Send me a fax.|Надішли мені факс.
hang up|v|ˌhæŋ ˈʌp|NULL|покласти трубку|She hung up the phone after the conversation.|Вона поклала трубку після розмови.
headline|n|ˈhɛdˌlaɪn|3320|заголовок|The headline of the newspaper was shocking.|Заголовок газети був шокуючим.
homepage|n|ˈhəʊmˌpeɪdʒ|NULL|головна сторінка|Check the homepage for updates.|Перевірте головну сторінку для оновлень.
internet|n|ˈɪntəˌnɛt|NULL|інтернет|She uses the internet for research.|Вона використовує інтернет для досліджень.
invent|v|ɪnˈvɛnt|3426|винайти|He invented a new type of engine.|Він винайшов новий тип двигуна.
invention|n|ɪnˈvɛnʃən|4828|винахід|His latest invention will change the industry.|Його останній винахід змінить галузь.
keyboard|n|ˈkiːbɔːrd|NULL|клавіатура|She types quickly on her keyboard.|Вона швидко друкує на клавіатурі.
laptop|n|ˈlæpˌtɒp|NULL|ноутбук|He left his laptop at home.|Він залишив свій ноутбук вдома.
laser|n|ˈleɪzə|3932|лазер|The laser pointer was used for the presentation.|Лазерний вказівник використовувався для презентації.
machine|n|məˈʃiːn|1025|машина; апарат|The washing machine broke down.|Пральна машина зламалася.
message|n|ˈmɛsɪdʒ|810|повідомлення; послання|I received a message from him this morning.|Я отримав повідомлення від нього сьогодні вранці.
mobile phone|n|ˌmoʊbəl ˈfoʊn|NULL|мобільний телефон|I forgot my mobile phone at home.|Я забув свій мобільний телефон вдома.
mouse mat|n|ˈmaʊs mæt|NULL|килимок для миші|He bought a new mouse mat for his desk.|Він купив новий килимок для миші для свого столу.
mouse|n|maʊs|3336|миша|The cat chased the mouse around the house.|Кіт гнався за мишою по будинку.
network|n|ˈnɛtwɜːk|885|мережа|He's working on expanding his professional network.|Він працює над розширенням своєї професійної мережі.
online|adv|ˈɒnlaɪn|3522|онлайн|I bought the tickets online.|Я купив квитки онлайн.
operator|n|ˈɒpəreɪtər|3238|оператор|The telephone operator connected the call./He works as a machine operator.|Телефонний оператор з'єднав дзвінок./Він працює оператором машини.
parcel|n|ˈpɑːsəl|NULL|посилка; пакет|A parcel arrived for you this morning.|Для вас сьогодні вранці прибула посилка.
password|n|ˈpæswɜːrd|NULL|пароль|Enter your password to log in.|Введіть свій пароль для входу.
phone|n|foʊn|558|телефон|She answered the phone quickly.|Вона швидко відповіла на телефонний дзвінок.
postage|n|ˈpoʊstɪdʒ|NULL|поштовий збір|The postage for this package is quite high.|Поштовий збір за цей пакет досить високий.
postcard|n|ˈpoʊstˌkɑːrd|NULL|листівка|She sent a postcard from Paris.|Вона відправила листівку з Парижа.
print|v|prɪnt|3177|друкувати|They'll print the document tomorrow.|Вони надрукують документ завтра.
printer|n|ˈprɪntər|NULL|принтер|The printer is out of ink.|В принтері закінчилася чорнило.
program|n|ˈprəʊɡræm|3938|програма|He's working on a new computer program.|Він працює над новою комп'ютерною програмою.
reply|v|rɪˈplaɪ|2239|відповідати|He didn't reply to my email.|Він не відповів на мій електронний лист.
ring up|v|rɪŋ ʌp|NULL|дзвонити|Ring me up when you get home.|Зателефонуй мені, коли дійдеш додому.
ring|n|rɪŋ|2397|кільце; дзвоник|She wears a beautiful ring./The phone's ring woke me up.|Вона носить красиве кільце./Дзвінок телефону мене розбудив.
screen|n|skriːn|4894|екран|The movie will be shown on the big screen.|Фільм буде показаний на великому екрані.
software|n|ˈsɒftˌweər|1586|програмне забезпечення|This software helps with data analysis.|Це програмне забезпечення допомагає з аналізом даних.
switch off|v|ˌswɪtʃ ˈɒf|NULL|вимкнути|Please switch off the lights when you leave.|Будь ласка, вимкни світло, коли підеш.
switch on|v|ˌswɪtʃ ˈɒn|NULL|увімкнути|Can you switch on the TV?|Чи можеш ти увімкнути телевізор?
telephone|n|ˈtɛlɪˌfoʊn|1879|телефон|Can I use your telephone?|Чи можу я скористатися вашим телефоном?
text message|n|ˈtɛkst ˌmɛsɪdʒ|NULL|текстове повідомлення|I'll send you a text message.|Я відправлю тобі текстове повідомлення.
text|n|tɛkst|1296|текст|This is the text of the article.|Це текст статті.
turn off|v|ˌtɜːrn ˈɒf|NULL|вимкнути|Please turn off the lights when you leave.|Будь ласка, вимкни світло, коли підеш.
turn on|v|ˌtɜːrn ˈɒn|NULL|увімкнути|Can you turn on the heater?|Чи можеш ти увімкнути обігрівач?

Category: Continents
Africa|n|ˈæfrɪkə|NULL|Африка|Africa is home to many diverse cultures.|Африка є домом для багатьох різних культур.
Antarctica|n|ænˈtɑːrktɪkə|NULL|Антарктида|Antarctica is the coldest continent.|Антарктика - найхолодніший континент.
Asia|n|ˈeɪʒə|NULL|Азія|Asia is the largest continent.|Азія - найбільший континент.
Australia|n|ɒˈstreɪliə|NULL|Австралія|He moved to Australia last year.|Він переїхав до Австралії минулого року.
Europe|n|ˈjʊrəp|NULL|Європа|France is in Europe.|Франція знаходиться в Європі.
North America|n|nɔːrθ əˈmɛrɪkə|NULL|Північна Америка|He's planning a trip to North America.|Він планує поїздку до Північної Америки.
South America|n|saʊθ əˈmɛrɪkə|NULL|Південна Америка|He's planning a trip to South America.|Він планує поїздку до Південної Америки.

Category: Countries, languages and nationalities
Brazil|n|brəˈzɪl|NULL|Бразилія|He traveled all over Brazil.|Він подорожував по всій Бразилії.
Brazilian|adj|brəˈzɪliən|NULL|бразильський|She loves Brazilian music.|Вона любить бразильську музику.
Canada|n|ˈkænədə|NULL|Канада|She moved to Canada last year.|Вона переїхала до Канади минулого року.
Canadian|adj|kəˈneɪdiən|NULL|канадський|He loves Canadian maple syrup.|Він любить канадський кленовий сироп.
China|n|ˈtʃaɪnə|NULL|Китай|I've always wanted to visit China.|Я завжди хотів відвідати Китай.
Chinese|adj|ˌtʃaɪˈniːz|NULL|китайський|We had Chinese food for dinner.|Ми їли китайську їжу на вечерю.
France|n|fræns|NULL|Франція|She traveled to France last summer.|Вона подорожувала до Франції минулого літа.
French|adj|frɛntʃ|NULL|французький|She loves French cuisine.|Вона любить французьку кухню.
Germany|n|ˈdʒɜːrməni|NULL|Німеччина
German|adj|ˈdʒɜːrmən|NULL|німецький
India|n|ˈɪndiə|NULL|Індія|He traveled to India last year.|Він подорожував до Індії минулого року.
Indian|adj|ˈɪndiən|NULL|індійський|She cooked an Indian dish for dinner.|Вона приготувала індійську страву на вечерю.
Ireland|n|ˈaɪərlənd|NULL|Ірландія|He's planning a trip to Ireland.|Він планує поїздку до Ірландії.
Irish|adj|ˈaɪrɪʃ|NULL|ірландський|She loves Irish music.|Вона любить ірландську музику.
Italy|n|ˈɪtəli|NULL|Італія|She's traveling to Italy next month.|Вона подорожує до Італії наступного місяця.
Italian|adj|ɪˈtæliən|NULL|італійський|We had an Italian dinner.|У нас була італійська вечеря.
Poland|n|ˈpoʊlənd|NULL|Польща
Polish|adj|ˈpoʊlɪʃ|NULL|польський
Spain|n|speɪn|NULL|Іспанія|She's traveling to Spain next month.|Вона подорожує до Іспанії наступного місяця.
Spanish|adj|ˈspænɪʃ|NULL|іспанський|He's learning Spanish at school.|Він вивчає іспанську в школі.
Ukraine|n|juːˈkreɪn|NULL|Україна
Ukrainian|adj|juːˈkreɪniən|NULL|український
United Kingdom|n|juːˈnaɪtɪd ˈkɪŋdəm|NULL|Великобританія
British|adj|ˈbrɪtɪʃ|NULL|британський
United States|n|juːˈnaɪtɪd steɪts|NULL|США
American|adj|əˈmɛrɪkən|NULL|американський

Category: Days of the week
Monday|n|ˈmʌndeɪ|NULL|понеділок|We have a meeting on Monday.|У нас зустріч у понеділок.
Tuesday|n|ˈtjuːzdeɪ|NULL|вівторок|Our meeting is on Tuesday.|Наша зустріч у вівторок.
Wednesday|n|ˈwɛnzdeɪ|NULL|середа|Our meeting is on Wednesday.|Наша зустріч у середу.
Thursday|n|ˈθɜːrzdeɪ|NULL|четвер|Our meeting is scheduled for Thursday.|Наша зустріч запланована на четвер.
Friday|n|ˈfraɪdeɪ|NULL|п'ятниця|Let's meet on Friday.|Давай зустрінемося в п'ятницю.
Saturday|n|ˈsætərdeɪ|NULL|субота|Let's meet on Saturday.|Давай зустрінемося в суботу.
Sunday|n|ˈsʌndeɪ|NULL|неділя|We usually have a family dinner on Sunday.|Ми зазвичай маємо сімейну вечерю в неділю.

Category: Education
it|pron|ɪt|10|воно; це|It's raining outside./It was a great movie.|Надворі дощ./Це був чудовий фільм.
absent|adj|ˈæbsənt|NULL|відсутній|He was absent from the meeting.|Він був відсутній на зборах.
advanced|adj|ədˈvænst|2824|просунутий|He took an advanced course in physics.|Він відвідував просунутий курс з фізики.
arithmetic|n|əˈrɪθmətɪk|NULL|арифметика|He's not very good at arithmetic.|Він не дуже добре розуміється на арифметиці.
art|n|ɑːt|347|мистецтво|Art has many forms.|Мистецтво має багато форм.
bell|n|bɛl|2669|дзвін; дзвоник|The bell rang for lunch.|Прозвучав дзвоник на обід.
biology|n|baɪˈɒlədʒi|4266|біологія|She majors in biology.|Вона спеціалізується на біології.
blackboard|n|ˈblækbɔːd|NULL|дошка|The teacher wrote on the blackboard.|Вчитель писав на дошці.
board|n|bɔːd|667|дошка; рада|He wrote on the whiteboard.|Він писав на білі дошці.
break up|v|ˌbreɪk ˈʌp|NULL|перерва; розпадатися|They decided to break up after a year.|Вони вирішили розірвати стосунки через рік.
break|v|breɪk|1077|ламати; перерва|He accidentally broke the vase./Let's take a break.|Він випадково розбив вазу./Давай зробимо перерву.
certificate|n|səˈtɪfɪkət|NULL|сертифікат|He received a certificate for completing the course.|Він отримав сертифікат за завершення курсу.
chemistry|n|ˈkɛmɪstri|4790|хімія|She's majoring in chemistry.|Вона спеціалізується на хімії.
class|n|klæs|432|клас; урок|He's in the top class of his school.|Він у найкращому класі своєї школи.
classroom|n|ˈklæsˌruːm|1488|класна кімната|The students gathered in the classroom.|Учні зібралися в класній кімнаті.
college|n|ˈkɒlɪdʒ|416|коледж|He's attending college in Boston.|Він навчається в коледжі в Бостоні.
composition|n|ˌkɒmpəˈzɪʃən|3025|композиція; твір|She wrote a composition about her summer.|Вона написала твір про своє літо.
corridor|n|ˈkɒrɪdɔːr|3507|коридор|The corridor is very long.|Коридор дуже довгий.
course|n|kɔːs|618|курс; страва|I'm taking a cooking course.|Я відвідую кулінарні курси.
curriculum|n|kəˈrɪkjʊləm|2094|навчальна програма|The school has a new curriculum.|У школі нова навчальна програма.
degree|n|dɪˈɡriː|790|ступінь; градус|She has a law degree./It's 30 degrees outside.|Вона має юридичний ступінь./На вулиці 30 градусів.  
desk|n|dɛsk|1669|стіл; письмовий стіл|He sat at his desk./The teacher's desk was covered with books.|Він сидів за своїм столом./Учительський письмовий стіл був вкритий книгами.  
dictionary|n|ˈdɪkʃənəri|NULL|словник|Look up the word in the dictionary.|Знайди це слово в словнику.  
diploma|n|dɪˈpləʊmə|NULL|диплом|She received her diploma last year.|Вона отримала диплом минулого року.  
drama|n|ˈdrɑːmə|2654|драма; театр|She loves watching drama movies.|Вона любить дивитися драматичні фільми.
economics|n|ˌiːkəˈnɒmɪks|3213|економіка; економічна наука|He studied economics at university.|Він вивчав економіку в університеті.
educate|v|ˈɛdʒʊkeɪt|3059|виховувати; навчати|Schools educate children.|Школи навчають дітей.
elementary|adj|ˌɛlɪˈmɛntəri|2536|початковий; елементарний|He speaks elementary French.|Він говорить французькою на початковому рівні.
essay|n|ˈɛseɪ|2560|есе; нарис|He wrote an essay about history.|Він написав есе про історію.
geography|n|dʒiˈɒɡrəfi|NULL|географія|She's majoring in geography.|Вона спеціалізується на географії.
handwriting|n|ˈhændˌraɪtɪŋ|NULL|почерк|Her handwriting is very neat.|Її почерк дуже акуратний.
history|n|ˈhɪstəri|351|історія|He's very interested in history.|Він дуже цікавиться історією.
homework|n|ˈhəʊmwɜːk|4831|домашнє завдання|I need to do my homework.|Мені потрібно зробити домашнє завдання.
instructor|n|ɪnˈstrʌktə|3239|інструктор|The ski instructor was very patient.|Інструктор з лиж дуже терплячий.
intermediate|adj/n|ˌɪntəˈmiːdiət|NULL|середній; проміжний|He's at an intermediate level in Spanish./The intermediate stage was challenging.|Він на середньому рівні іспанської./Проміжний етап був складним.
laboratory|n|ləˈbɒrətəri|3156|лабораторія|She works in a chemistry laboratory.|Вона працює в хімічній лабораторії.
languages|n|ˈlæŋɡwɪdʒɪz|NULL|мови|He speaks several languages fluently.|Він вільно говорить кількома мовами.
lesson|n|ˈlɛsən|1332|урок|I have a piano lesson after school.|У мене урок фортепіано після школи.
mark|n/v|mɑːk|2143|відмітка; позначка; оцінка; позначати|He got a good mark./Mark the spot on the map.|Він отримав хорошу оцінку./Познач місце на карті.
math|n|mæθ|3008|математика|I'm good at math.|Я добре знаю математику.
mathematics|n|ˌmæθ(ə)ˈmætɪks|4302|математика; математики|She's studying mathematics at university.|Вона вивчає математику в університеті.
music|n|ˈmjuːzɪk|393|музика|Listening to music helps me relax.|Слухання музики допомагає мені розслабитися.
nature studies|n|ˈneɪtʃər ˈstʌdiz|NULL|природознавство|He's taking a course in nature studies.|Він проходить курс природознавства.
notice board|n|ˈnoʊtɪs bɔːrd|NULL|доска оголошень|Check the notice board for updates on the event.|Перевір доску оголошень на оновлення щодо події.
pencil case|n|ˈpɛnsəl keɪs|NULL|пенал|He keeps his pens and pencils in a pencil case.|Він зберігає свої ручки та олівці в пеналі.
photography|n|fəˈtɒɡrəfi|4024|фотографія (як мистецтво або наука)|He studied photography at university.|Він вивчав фотографію в університеті.
physics|n|ˈfɪzɪks|3446|фізика|Physics explains how the universe works.|Фізика пояснює, як працює Всесвіт.
primary school|n|ˌpraɪməri ˈskuːl|NULL|початкова школа|He started at a primary school last year.|Він почав ходити до початкової школи минулого року.
qualification|n|ˌkwɒlɪfɪˈkeɪʃən|NULL|кваліфікація|He has the right qualifications for the job.|У нього є відповідна кваліфікація для цієї роботи.
qualify|v|ˈkwɒlɪfaɪ|3075|кваліфікувати; відповідати вимогам|She qualified for the finals./This experience qualifies him for the position.|Вона кваліфікувалася до фіналу./Цей досвід відповідає вимогам посади.
register|v|ˈrɛdʒɪstər|3199|реєструвати|Please register for the course online.|Будь ласка, зареєструйся на курс онлайн.
school|n|skuːl|125|школа|He goes to school every day.|Він ходить до школи щодня.
science|n|ˈsaɪəns|892|наука|She has a degree in science.|У неї є ступінь з науки.
