ahead|adv|əˈhɛd|2672|попереду|Go ahead and start without me.|Йдіть попереду і починайте без мене.
aim|n/v|eɪm|3675|ціль; цілити|His aim is to become a doctor./He aimed the gun carefully.|Його ціль - стати лікарем./Він ретельно цілився з пістолета.
air|n|eər|371|повітря|The air was fresh in the mountains.|Повітря було свіжим у горах.
air-conditioning|n|ˈeər kənˌdɪʃənɪŋ|NULL|кондиціонування повітря|The room has air-conditioning.|У кімнаті є кондиціонування повітря.
air force|n|ˈeər ˌfɔːrs|NULL|повітряні сили|He serves in the air force.|Він служить у повітряних силах.
airline|n|ˈeərlaɪn|2147|авіакомпанія|Which airline are you flying with?|З якою авіакомпанією ви летите?
airmail|n|ˈeərmeɪl|NULL|авіапошта|The letter was sent by airmail.|Лист було відправлено авіапоштою.
airport|n|ˈeərpɔːrt|1780|аеропорт|We met at the airport.|Ми зустрілися в аеропорту.
alarm|n/v|əˈlɑːrm|3728|тривога; сповіщати|The alarm went off at 6 AM./He alarmed everyone with the news.|Тривога спрацювала о 6 ранку./Він сповістив усіх новинами.
alarm clock|n|əˈlɑːrm klɒk|NULL|будильник|I set my alarm clock for 7 AM.|Я налаштував свій будильник на 7 ранку.
album|n|ˈælbəm|2234|альбом|His new album is a hit.|Його новий альбом - хіт.
alike|adj/adv|əˈlaɪk|4440|схожий; однаково|The twins look alike./They were treated alike.|Близнюки виглядають схожими./З ними поводилися однаково.
alive|adj|əˈlaɪv|1541|живий|He's still alive after the accident.|Він ще живий після аварії.
all|adj/pron|ɔːl|222|увесь; всі|All the students passed the exam.|Усі студенти склали іспит.
allow|v|əˈlaʊ|340|дозволяти|They don't allow smoking here.|Тут не дозволяють курити.
all right|adj/adv|ɔːl ˈraɪt|NULL|гаразд; добре|Is everything all right?/He'll be all right.|Чи все гаразд?/З ним буде все добре.
almost|adv|ˈɔːlməʊst|292|майже|He's almost finished.|Він майже закінчив.
alone|adj/adv|əˈləʊn|1620|самотній; на самоті|She prefers to be alone./He came alone.|Вона любить бути самотньою./Він прийшов на самоті.
along|prep/adv|əˈlɒŋ|1200|вздовж; разом|Walk along the beach./They came along with us.|Прогуляйся вздовж пляжу./Вони пішли з нами.
aloud|adv|əˈlaʊd|NULL|голосно|Read the passage aloud.|Прочитайте уривок голосно.
alphabet|n|ˈælfəbɛt|NULL|алфавіт|Children learn the alphabet at school.|Діти вчать алфавіт у школі.
already|adv|ɔːlˈrɛdi|335|вже|I've already eaten.|Я вже поїв.
alright|adv|ɔːlˈraɪt|NULL|гаразд|Alright, let's get started.|Гаразд, давай почнемо.
also|adv|ˈɔːlsəʊ|87|також|She speaks French and also German.|Вона говорить французькою і також німецькою.
although|conj|ɔːlˈðəʊ|379|хоча|Although it was raining, we went out.|Хоча йшов дощ, ми пішли на вулицю.
altogether|adv|ˌɔːltəˈɡɛðər|3838|загалом|Altogether, it was a successful event.|Загалом, захід був успішним.
always|adv|ˈɔːlweɪz|206|завжди|She is always on time.|Вона завжди вчасно.
a.m.|abbr|ˌeɪˈɛm|NULL|ранок; до полудня|The meeting is at 9 a.m.|Зустріч о 9 ранку.
amazed|adj|əˈmeɪzd|NULL|вражений|I was amazed by the performance.|Я був вражений виступом.
amazing|adj|əˈmeɪzɪŋ|2314|вражаючий|The view from the top was amazing.|Вид з вершини був вражаючим.
ambassador|n|æmˈbæsədər|4567|посол|The ambassador spoke at the conference.|Посол виступив на конференції.
ambition|n|æmˈbɪʃn|4326|амбіція|His ambition is to travel the world.|Його амбіція - подорожувати світом.
ambulance|n|ˈæmbjʊləns|NULL|швидка допомога|An ambulance arrived quickly.|Швидка допомога приїхала швидко.
among|prep|əˈmʌŋ|280|серед|He was among the best students.|Він був серед найкращих студентів.
amount|n|əˈmaʊnt|782|кількість|The amount of work was overwhelming.|Кількість роботи була надмірною.
amusing|adj|əˈmjuːzɪŋ|NULL|забавний|The movie was amusing.|Фільм був забавним.
ancient|adj|ˈeɪnʃənt|1832|давній|The city has many ancient ruins.|У місті багато давніх руїн.
and|conj|ænd|3|і|He likes tea and coffee.|Він любить чай і каву.
angry|adj|ˈæŋɡri|1717|сердитий|She was angry about the delay.|Вона була сердита через затримку.
animal|n|ˈænɪməl|729|тварина|The zoo has many exotic animals.|У зоопарку багато екзотичних тварин.
ankle|n|ˈæŋkl|3850|щиколотка|He sprained his ankle playing football.|Він підвернув щиколотку, граючи у футбол.
anniversary|n|ˌænɪˈvɜːsəri|3403|річниця|They celebrated their 10th anniversary.|Вони святкували свою 10-ту річницю.
announce|v|əˈnaʊns|1167|оголошувати|The company will announce new products.|Компанія оголосить про нові продукти.
announcement|n|əˈnaʊnsmənt|3639|оголошення|The announcement was made at noon.|Оголошення було зроблено опівдні.
annoy|v|əˈnɔɪ|NULL|дратувати|His constant humming began to annoy me.|Його постійне гудіння почало мене дратувати.
annoyed|adj|əˈnɔɪd|NULL|роздратований|I was annoyed by the noise.|Я був роздратований шумом.
annual|adj|ˈænjuəl|1368|щорічний|The annual meeting is scheduled for next month.|Щорічна зустріч запланована на наступний місяць.
another|adj/pron|əˈnʌðər|2337|інший|Can I have another piece of cake?|Чи можу я взяти ще один шматок торта?
answer|n/v|ˈænsər|824|відповідь; відповідати|What's the answer to this question?/He answered quickly.|Яка відповідь на це питання?/Він відповів швидко.
answerphone|n|ˈænsəfəʊn|NULL|автовідповідач|Leave a message on the answerphone.|Залиште повідомлення на автовідповідачі.
Antarctica|n|ænˈtɑːrktɪkə|NULL|Антарктика|Antarctica is the coldest continent.|Антарктика - найхолодніший континент.
antique|n/adj|ænˈtiːk|NULL|антикваріат; антикварний|She collects antique furniture./The ring is antique.|Вона збирає антикварні меблі./Цей перстень антикварний.
anxious|adj|ˈæŋkʃəs|3864|тривожний|He was anxious about the exam.|Він був тривожний через іспит.
any|adj/pron|ˈeni|4720|будь-який; будь-хто|Do you have any news?/Is there anyone here?|Чи є у вас якісь новини?/Чи є тут хтось?
anybody|pron|ˈenibɒdi|1387|будь-хто|Is anybody home?|Чи є хтось удома?
anyhow|adv|ˈenihaʊ|NULL|якось; все одно|Anyhow, we'll manage.|Якось ми впораємося.
anyone|pron|ˈeniwʌn|659|будь-хто|Did anyone see that?|Чи хтось це бачив?
anything|pron|ˈeniθɪŋ|332|будь-що|Do you need anything else?|Чи потрібно вам щось ще?
anyway|adv|ˈeniweɪ|1400|як би там не було|Anyway, let's move on.|Як би там не було, давайте продовжимо.
anywhere|adv|ˈenɪweə|1893|будь-де|You can sit anywhere you like.|Ви можете сісти будь-де.
apart from|prep|əˈpɑːt frəm|NULL|окрім|Apart from John, everyone came.|Окрім Джона, всі прийшли.
apartment|n|əˈpɑːtmənt|1280|квартира|They live in a small apartment.|Вони живуть у маленькій квартирі.
apartment block|n|əˈpɑːrtmənt blɒk|NULL|блок квартир|Her apartment is in the new block.|Її квартира знаходиться в новому блоці.
apologise|v|əˈpɒlədʒaɪz|NULL|вибачатися|I must apologise for the confusion.|Я повинен вибачитися за плутанину.
apology|n|əˈpɒlədʒi|4999|вибачення|He offered his apology for being late.|Він запропонував свої вибачення за запізнення.
appear|v|əˈpɪə|396|з'являтися|A new star appeared in the sky.|Нова зірка з'явилася на небі.
appearance|n|əˈpɪərəns|1695|зовнішність; поява|Her appearance changed after the vacation.|Її зовнішність змінилася після відпустки.
apple|n|ˈæpl|2718|яблуко|An apple a day keeps the doctor away.|Одне яблуко в день тримає лікаря подалі.
application|n|ˌæplɪˈkeɪʃn|1528|заявка; програма|She filled out an application for the job./There's an app for that.|Вона заповнила заявку на роботу./Існує програма для цього.
apply|v|əˈplaɪ|941|подавати заявку; застосовувати|Apply for the position online./Apply the cream twice a day.|Подайте заявку на посаду онлайн./Нанесіть крем двічі на день.
appointment|n|əˈpɔɪntmənt|3048|призначення; зустріч|I have an appointment at 3 PM.|У мене є призначення на 15:00.
approach|n/v|əˈprəʊtʃ|1374|підхід; наближатися|Their approach to the problem was unique./He approached the house slowly.|Їхній підхід до проблеми був унікальним./Він повільно наближався до будинку.
approve|v|əˈpruːv|2070|схвалювати|The board approved the new policy.|Рада схвалила нову політику.
April|April|ˈeɪprəl|NULL|квітень|April is known for its showers.|Квітень відомий своїми дощами.
architect|n|ˈɑːkɪtekt|3393|архітектор|The architect designed a beautiful building.|Архітектор спроектував красиву будівлю.
area|n|ˈeəriə|231|район; область|This is a residential area.|Це житловий район.
argue|v|ˈɑːɡjuː|779|сперечатися|They argue about politics all the time.|Вони постійно сперечаються про політику.
arithmetic|n|əˈrɪθmətɪk|NULL|арифметика|He's not very good at arithmetic.|Він не дуже добре розуміється на арифметиці.
arm|n|ɑːm|4727|рука|He broke his arm playing rugby.|Він зламав руку, граючи в регбі.
armchair|n|ˈɑːmtʃeə|NULL|крісло|She sat in the comfortable armchair.|Вона сиділа в зручному кріслі.
army|n|ˈɑːmi|1547|армія|He joined the army last year.|Він вступив до армії минулого року.
around|prep/adv|əˈraʊnd|327|навколо; приблизно|We walked around the park./It's around 5 PM.|Ми гуляли навколо парку./Приблизно 17:00.
arrange|v|əˈreɪndʒ|2236|організовувати|She arranged a meeting for next week.|Вона організувала зустріч на наступний тиждень.
arrest|n/v|əˈrest|3052|арешт; заарештовувати|His arrest shocked the community./They arrested him for theft.|Його арешт шокував спільноту./Вони заарештували його за крадіжку.
arrival|n|əˈraɪvl|3222|прибуття|The arrival of the train was delayed.|Прибуття поїзда було затримано.
arrive|v|əˈraɪv|813|прибувати|They arrived at the party late.|Вони прибули на вечірку пізно.
art|n|ɑːt|347|мистецтво|Art has many forms.|Мистецтво має багато форм.
article|n|ˈɑːtɪkl|732|стаття|I read an interesting article today.|Я сьогодні прочитав цікаву статтю.
artist|n|ˈɑːtɪst|737|художник|She's a talented young artist.|Вона талановитий молодий художник.
as|conj/prep|æz|129|як; якщо|He works as a teacher./As it was raining, we stayed inside.|Він працює як учитель./Оскільки йшов дощ, ми залишилися всередині.
ashamed|adj|əˈʃeɪmd|NULL|сором'язливий|He felt ashamed of his behavior.|Він відчував сором за свою поведінку.
Asia|n|ˈeɪʒə|NULL|Азія|Asia is the largest continent.|Азія - найбільший континент.
ask|v|ɑːsk|131|питати|Can I ask you a question?|Чи можу я задати вам питання?
asleep|adj|əˈsliːp|3106|сплячий|She fell asleep during the movie.|Вона заснула під час фільму.
aspirin|n|ˈæspərɪn|NULL|аспірин|He took an aspirin for his headache.|Він прийняв аспірин від головного болю.
assistant|n|əˈsɪstənt|2849|помічник|She works as an assistant to the manager.|Вона працює помічником менеджера.
as well|adv|æz ˈwel|NULL|також|He speaks French as well.|Він також говорить французькою.
as well as|prep|æz ˈwel æz|NULL|також; як і|She plays the piano as well as the violin.|Вона грає на піаніно, а також на скрипці.
at|prep|æt|22|в; на|Meet me at the park.|Зустрінемося в парку.
at all|phr|æt ˈɔːl|NULL|взагалі|Did you like the movie at all?|Чи сподобався вам фільм взагалі?
at first|phr|æt ˈfɜːst|NULL|спочатку|At first, I didn't understand.|Спочатку я не розумів.
athlete|n|ˈæθliːt|1609|спортсмен|He's an Olympic athlete.|Він олімпійський спортсмен.
athletics|n|æθˈlɛtɪks|NULL|легка атлетика|She competes in athletics.|Вона змагається в легкій атлетиці.
at last|phr|æt ˈlɑːst|NULL|нарешті|At last, they arrived.|Нарешті вони прибули.
at least|phr|æt ˈliːst|NULL|принаймні|At least we tried.|Принаймні ми спробували.
atmosphere|n|ˈætməsfɪə|2237|атмосфера|The atmosphere was tense.|Атмосфера була напруженою.
at once|phr|æt ˈwʌns|NULL|негайно|Do it at once.|Зробіть це негайно.
at present|phr|æt ˈpreznt|NULL|наразі|At present, he's not available.|Наразі він недоступний.
at sea|prep|ət ˈsiː|NULL|у морі|He's been at sea for months.|Він уже місяці у морі.
attach|v|əˈtætʃ|2338|прикріплювати|Attach the file to the email.|Прикріпіть файл до електронного листа.
attack|n/v|əˈtæk|1545|атака; атакувати|The attack was sudden./They attacked at dawn.|Атака була раптовою./Вони атакували на світанку.
attempt|n/v|əˈtɛmpt|1644|спроба; намагатися|His attempt was unsuccessful./He attempted to fix it.|Його спроба була невдалою./Він намагався це виправити.
attend|v|əˈtɛnd|1172|відвідувати|She attends every meeting.|Вона відвідує кожне засідання.
attention|n|əˈtɛnʃn|592|увага|Pay attention to the details.|Звертайте увагу на деталі.
at the same time|phr|æt ði ˈseɪm taɪm|NULL|одночасно|They arrived at the same time.|Вони прибули одночасно.
attitude|n|ˈætɪtjuːd|1157|ставлення|His attitude was very positive.|Його ставлення було дуже позитивним.
attract|v|əˈtrækt|1881|приваблювати|The city attracts many tourists.|Місто приваблює багато туристів.
attraction|n|əˈtrækʃn|3836|привабливість|The main attraction of the park is the roller coaster.|Головна привабливість парку - це американські гірки.
attractive|adj|əˈtræktɪv|2835|привабливий|She's very attractive.|Вона дуже приваблива.
audience|n|ˈɔːdiəns|1078|аудиторія|The audience loved the show.|Аудиторія полюбила шоу.
August|August|ˈɔːɡəst|NULL|серпень|We're going on vacation in August.|Ми їдемо у відпустку в серпні.
aunt|n|ɑːnt|4203|тітка|My aunt lives in Paris.|Моя тітка живе в Парижі.
Australia|n|ɒˈstreɪliə|NULL|Австралія|He moved to Australia last year.|Він переїхав до Австралії минулого року.
automatically|adv|ˌɔːtəˈmætɪkli|3983|автоматично|The door opens automatically.|Двері відкриваються автоматично.
autumn|n|ˈɔːtəm|NULL|осінь|Autumn is my favorite season.|Осінь - моя улюблена пора року.
available|adj|əˈveɪləbl|623|доступний|Is the product available in stores?|Чи доступний товар у магазинах?
average|n/adj|ˈævərɪdʒ|3679|середній; середнє|The average temperature is 20 degrees./What's the average?|Середня температура - 20 градусів./Яке середнє?
avoid|v|əˈvɔɪd|911|уникати|Try to avoid making mistakes.|Спробуйте уникнути помилок.
awake|adj/v|əˈweɪk|4699|несплячий; прокидатися|He's awake now./He awoke early.|Він зараз не спить./Він прокинувся рано.
away|adv|əˈweɪ|738|геть; далеко|He went away for the weekend.|Він поїхав на вихідні.
awful|adj|ˈɔːfl|3304|жахливий|It was an awful experience.|Це було жахливе переживання.
baby|n|ˈbeɪbi|589|немовля; малюк|She has a new baby.|У неї новонароджений малюк.
back|adv|bæk|1877|назад|Come back soon.|Повернися скоро.
background|n|ˈbækɡraʊnd|1409|фон; минуле|The mountains formed a beautiful background./What's your background?|Гори створювали красивий фон./Яке у вас минуле?
backpack|n|ˈbækpæk|NULL|рюкзак|He carried all his belongings in a backpack.|Він носив усі свої речі в рюкзаку.
backwards|adv|ˈbækwərdz|NULL|назад; у зворотному напрямку|He walked backwards.|Він ішов назад.
bad|adj|bæd|283|поганий|It's a bad idea.|Це погана ідея.
bag|n|bæɡ|1011|сумка; мішок|She packed her clothes in a bag.|Вона поклала свої речі в сумку.
baggage|n|ˈbæɡɪdʒ|NULL|багаж|Please collect your baggage at the carousel.|Будь ласка, заберіть свій багаж з каруселі.
bake|v|beɪk|2830|випікати; печи|She baked a cake for the party.|Вона випікала торт на вечірку.
balance|n|ˈbæləns|2788|баланс; рівновага|He has a good sense of balance.|У нього добре відчуття рівноваги.
balcony|n|ˈbælkəni|NULL|балкон|They enjoyed the view from the balcony.|Вони насолоджувалися видом з балкона.
bald|adj|bɔːld|NULL|лисий|He's completely bald.|Він абсолютно лисий.
ball|n|bɔːl|915|м'яч; кулька|They played with a ball in the park.|Вони грали м'ячем у парку
ballet|n|ˈbæleɪ|NULL|балет|She performed in a ballet last night.|Вона виступала в балеті вчора ввечері.
balloon|n|bəˈluːn|4827|куля; балон|The bright red balloon floated high.|Яскраво-червона куля високо пливла.
banana|n|bəˈnænə|4729|банан|He ate a ripe banana for breakfast.|Він з'їв стиглий банан на сніданок.
band|n|bænd|1284|група; оркестр|The band played lively music.|Група грала жваву музику.
bandage|n|ˈbændɪdʒ|NULL|бинт|She wrapped the wound with a bandage.|Вона обмотала рану бинтом.
bank|n|bæŋk|662|банк|He deposited money in the bank.|Він поклав гроші в банк.
bank balance|n|bæŋk ˈbæləns|NULL|банківський баланс|Her bank balance was surprisingly high.|Її банківський баланс був напрочуд високим.
banker|n|ˈbæŋkər|4471|банкір|The banker approved the loan.|Банкір схвалив кредит.
banknote|n|ˈbæŋkˌnoʊt|NULL|банкнота|He paid with a crisp new banknote.|Він заплатив новенькою банкнотою.
bar|n|bɑːr|994|бар; смужка|They met at a cozy bar.|Вони зустрілися в затишному барі.
barbecue|n|ˈbɑːrbɪkjuː|NULL|барбекю|We had a barbecue in the backyard.|Ми влаштували барбекю на задньому дворі.
bare|adj|beər|3462|голий; неприкритий|The room was bare and empty.|Кімната була голою і порожньою.
baseball|n|ˈbeɪsˌbɔːl|1380|бейсбол|They played baseball all afternoon.|Вони грали в бейсбол весь день.
basement|n|ˈbeɪsmənt|3632|підвал|The old house had a damp basement.|Старий будинок мав вологий підвал.
base on|v|beɪs ɒn|NULL|базувати на; ґрунтуватися на|The movie was based on a true story.|Фільм базувався на реальній історії.
basic|adj|ˈbeɪsɪk|1147|базовий; основний|He learned the basic principles of physics.|Він вивчив базові принципи фізики.
basin|n|ˈbeɪsɪn|NULL|миска; басейн|She washed her face in the basin.|Вона вмилася у мисці.
basket|n|ˈbɑːskɪt|3283|кошик|She carried a basket of flowers.|Вона несла кошик з квітами.
basketball|n|ˈbɑːskɪtˌbɔːl|1813|баскетбол|They played basketball after school.|Вони грали в баскетбол після школи.
bat|n|bæt|3727|кажан; бита|A bat flew out of the cave.|Кажан вилетів з печери.
bath|n|bɑːθ|3923|ванна|She took a long bath to relax.|Вона прийняла довгу ванну, щоб розслабитися.
bathroom|n|ˈbɑːθruːm|2426|ванна кімната|The bathroom is on the right.|Ванна кімната праворуч.
battle|n|ˈbætl|4810|битва|The battle was fierce and long.|Битва була жорстокою і довгою.
bay|n|beɪ|3561|затока|The bay offered a beautiful view.|Затока пропонувала чудовий вид.
be|v|biː|2|бути|They will be here soon.|Вони скоро будуть тут.
beach|n|biːʧ|1951|пляж|We walked along the beach at sunset.|Ми гуляли по пляжу на заході сонця.
bean|n|biːn|2373|боб; квасоля|She added beans to the soup.|Вона додала боби до супу.
bear|n|beər|2709|ведмідь|We saw a bear in the woods.|Ми побачили ведмедя в лісі.
beard|n|bɪəd|4745|борода|He grew a thick beard over winter.|Він відростив густу бороду за зиму.
beat|v|biːt|2685|бити; перемагати|He beat the drum rhythmically.|Він ритмічно бив у барабан.
beautiful|adj|ˈbjuːtɪfʊl|995|красивий|The garden was beautiful in spring.|Сад був красивим навесні.
because|conj|bɪˈkɒz|509|тому що|She stayed home because she was sick.|Вона залишилася вдома, тому що захворіла.
because of|prep|bɪˈkɒz əv|NULL|через; завдяки|The event was canceled because of rain.|Захід був скасований через дощ.
become|v|bɪˈkʌm|139|ставати|He wants to become a pilot.|Він хоче стати пілотом.
bed|n|bɛd|684|ліжко|She went to bed early.|Вона лягла спати рано.
bedroom|n|ˈbɛdrʊm|1883|спальня|The bedroom overlooks the garden.|Спальня виходить у сад.
bee|n|biː|4292|бджола|A bee buzzed around the flowers.|Бджола гуділа навколо квітів.
beef|n|biːf|3537|яловичина|They grilled beef for dinner.|Вони смажили яловичину на грилі на вечерю.
before|prep|bɪˈfɔːr|706|до; перед|Finish your work before lunch.|Закінчи свою роботу до обіду.
begin|v|bɪˈɡɪn|164|починати|The concert will begin at 8 PM.|Концерт почнеться о 8 вечора.
beginner|n|bɪˈɡɪnər|NULL|початківець|He's a beginner in chess.|Він початківець у шахах.
behave|v|bɪˈheɪv|3694|поводитися|The children must behave at the party.|Діти мають поводитися на вечірці.
behind|prep|bɪˈhaɪnd|2069|позаду; за|He stood behind the door.|Він стояв за дверима.
believe|v|bɪˈliːv|213|вірити|I believe in your abilities.|Я вірю у твої здібності.
bell|n|bɛl|2669|дзвін; дзвоник|The bell rang for lunch.|Прозвучав дзвоник на обід.
belong|v|bɪˈlɒŋ|1648|належати|This book belongs to the library.|Ця книга належить бібліотеці.
belongings|n|bɪˈlɒŋɪŋz|NULL|належності; речі|Gather all your belongings.|Зберіть усі свої речі.
below|prep|bɪˈləʊ|1943|нижче; під|The temperature dropped below zero.|Температура впала нижче нуля.
belt|n|bɛlt|2453|пояс; ремінь|He tightened his belt.|Він затягнув свій ремінь.
bend|v|bɛnd|2213|гнути; згинати|She bent the wire into a shape.|Вона зігнула дріт у форму.
beneath|prep|bɪˈniːθ|1991|під; нижче|The cat slept beneath the bed.|Кіт спав під ліжком.
benefit|n|ˈbɛnɪfɪt|2254|користь; вигода|The new policy offers many benefits.|Нова політика пропонує багато вигод.
beside|prep|bɪˈsaɪd|1992|біля; поруч|Sit beside me.|Сядь біля мене.
between|prep|bɪˈtwiːn|140|між|There's a park between the two houses.|Між двома будинками є парк.
beyond|prep|bɪˈjɒnd|4863|за; понад|His dreams go beyond mere success.|Його мрії виходять за межі простого успіху.
bicycle|n|ˈbaɪsɪkəl|4413|велосипед|She rides her bicycle to work.|Вона їздить на велосипеді на роботу.
big|adj|bɪɡ|162|великий|That's a very big dog.|Це дуже великий собака.
bike|n|baɪk|2182|велосипед; мотоцикл|He prefers his bike for short trips.|Він віддає перевагу своєму велосипеду для коротких поїздок.
bill|n|bɪl|809|рахунок; банкнота|The bill came to $50.|Рахунок склав 50 доларів.
bin|n|bɪn|NULL|сміттєве відро|Throw the trash in the bin.|Кинь сміття у відро.
biography|n|baɪˈɒɡrəfi|4932|біографія|I'm reading a biography of Einstein.|Я читаю біографію Ейнштейна.
